ID,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4
63173,Huurwoning,Raalte,2018,1240.0,2190.0,,
63174,Huurwoning,Raalte,2019,1170.0,2100.0,,
63175,Huurwoning,Raalte,2020,1090.0,2120.0,,
63176,Huurwoning,Raalte,2021,1220.0,2110.0,1690.0,
63177,Huurwoning,Raalte,2022,900.0,2010.0,1520.0,
63178,Huurwoning,Raalte,2023,790.0,1910.0,1380.0,
63179,Huurwoning,Raalte,2024,770.0,1930.0,1340.0,
63180,Huurwoning,Reeuwijk,2010,,,,
63181,Huurwoning,Reeuwijk,2011,,,,
63182,Huurwoning,Reeuwijk,2012,,,,
63183,Huurwoning,Reeuwijk,2013,,,,
63184,Huurwoning,Reeuwijk,2014,,,,
63185,Huurwoning,Reeuwijk,2015,,,,
63186,Huurwoning,Reeuwijk,2016,,,,
63187,Huurwoning,Reeuwijk,2017,,,,
63188,Huurwoning,Reeuwijk,2018,,,,
63189,Huurwoning,Reeuwijk,2019,,,,
63190,Huurwoning,Reeuwijk,2020,,,,
63191,Huurwoning,Reeuwijk,2021,,,,
63192,Huurwoning,Reeuwijk,2022,,,,
63193,Huurwoning,Reeuwijk,2023,,,,
63194,Huurwoning,Reeuwijk,2024,,,,
63195,Huurwoning,Reimerswaal,2010,,,,
63196,Huurwoning,Reimerswaal,2011,,,,
63197,Huurwoning,Reimerswaal,2012,1400.0,2500.0,,
63198,Huurwoning,Reimerswaal,2013,1450.0,2500.0,,
63199,Huurwoning,Reimerswaal,2014,1100.0,2400.0,,
63200,Huurwoning,Reimerswaal,2015,1100.0,2290.0,,
63201,Huurwoning,Reimerswaal,2016,1110.0,2160.0,,
63202,Huurwoning,Reimerswaal,2017,1060.0,2010.0,,
63203,Huurwoning,Reimerswaal,2018,1080.0,1950.0,,
63204,Huurwoning,Reimerswaal,2019,990.0,1900.0,,
63205,Huurwoning,Reimerswaal,2020,980.0,2000.0,,
63206,Huurwoning,Reimerswaal,2021,1070.0,2110.0,1820.0,
63207,Huurwoning,Reimerswaal,2022,840.0,2030.0,1660.0,
63208,Huurwoning,Reimerswaal,2023,780.0,1950.0,1470.0,
63209,Huurwoning,Reimerswaal,2024,760.0,1970.0,1450.0,
63210,Huurwoning,Renkum,2010,,,,
63211,Huurwoning,Renkum,2011,,,,
63212,Huurwoning,Renkum,2012,1600.0,2500.0,,
63213,Huurwoning,Renkum,2013,1700.0,2450.0,,
63214,Huurwoning,Renkum,2014,1250.0,2350.0,,
63215,Huurwoning,Renkum,2015,1310.0,2310.0,,
63216,Huurwoning,Renkum,2016,1340.0,2250.0,,
63217,Huurwoning,Renkum,2017,1300.0,2180.0,,
63218,Huurwoning,Renkum,2018,1240.0,2140.0,,
63219,Huurwoning,Renkum,2019,1170.0,2100.0,,
63220,Huurwoning,Renkum,2020,1070.0,2140.0,,
63221,Huurwoning,Renkum,2021,1190.0,2150.0,2090.0,
63222,Huurwoning,Renkum,2022,870.0,1980.0,1880.0,
63223,Huurwoning,Renkum,2023,790.0,1880.0,1760.0,
63224,Huurwoning,Renkum,2024,790.0,1890.0,1750.0,
63225,Huurwoning,Renswoude,2010,,,,
63226,Huurwoning,Renswoude,2011,,,,
63227,Huurwoning,Renswoude,2012,1600.0,3200.0,,
63228,Huurwoning,Renswoude,2013,1750.0,3250.0,,
63229,Huurwoning,Renswoude,2014,1250.0,2900.0,,
63230,Huurwoning,Renswoude,2015,1350.0,2880.0,,
63231,Huurwoning,Renswoude,2016,1340.0,2720.0,,
63232,Huurwoning,Renswoude,2017,1260.0,2520.0,,
63233,Huurwoning,Renswoude,2018,1210.0,2470.0,,
63234,Huurwoning,Renswoude,2019,1100.0,2340.0,,
63235,Huurwoning,Renswoude,2020,1130.0,2370.0,,
63236,Huurwoning,Renswoude,2021,1120.0,2490.0,2310.0,
63237,Huurwoning,Renswoude,2022,850.0,2320.0,1960.0,
63238,Huurwoning,Renswoude,2023,770.0,2260.0,1840.0,
63239,Huurwoning,Renswoude,2024,760.0,2280.0,1810.0,
63240,Huurwoning,Reusel-De Mierden,2010,,,,
63241,Huurwoning,Reusel-De Mierden,2011,,,,
63242,Huurwoning,Reusel-De Mierden,2012,1600.0,3350.0,,
63243,Huurwoning,Reusel-De Mierden,2013,1700.0,3350.0,,
63244,Huurwoning,Reusel-De Mierden,2014,1250.0,3100.0,,
63245,Huurwoning,Reusel-De Mierden,2015,1300.0,2950.0,,
63246,Huurwoning,Reusel-De Mierden,2016,1370.0,2900.0,,
63247,Huurwoning,Reusel-De Mierden,2017,1310.0,2840.0,,
63248,Huurwoning,Reusel-De Mierden,2018,1330.0,2750.0,,
63249,Huurwoning,Reusel-De Mierden,2019,1220.0,2670.0,,
63250,Huurwoning,Reusel-De Mierden,2020,1160.0,2720.0,,
63251,Huurwoning,Reusel-De Mierden,2021,1200.0,2740.0,2630.0,
63252,Huurwoning,Reusel-De Mierden,2022,900.0,2550.0,2310.0,
63253,Huurwoning,Reusel-De Mierden,2023,790.0,2450.0,2120.0,
63254,Huurwoning,Reusel-De Mierden,2024,770.0,2390.0,1990.0,
63255,Huurwoning,Rheden,2010,,,,
63256,Huurwoning,Rheden,2011,,,,
63257,Huurwoning,Rheden,2012,1550.0,2500.0,,
63258,Huurwoning,Rheden,2013,1650.0,2450.0,,
63259,Huurwoning,Rheden,2014,1200.0,2350.0,,
63260,Huurwoning,Rheden,2015,1290.0,2360.0,,
63261,Huurwoning,Rheden,2016,1320.0,2300.0,,
63262,Huurwoning,Rheden,2017,1290.0,2260.0,,
63263,Huurwoning,Rheden,2018,1240.0,2230.0,,
63264,Huurwoning,Rheden,2019,1180.0,2180.0,,
63265,Huurwoning,Rheden,2020,1080.0,2180.0,,
63266,Huurwoning,Rheden,2021,1170.0,2210.0,2200.0,
63267,Huurwoning,Rheden,2022,890.0,2060.0,2020.0,
63268,Huurwoning,Rheden,2023,810.0,1950.0,1820.0,
63269,Huurwoning,Rheden,2024,800.0,1950.0,1770.0,
63270,Huurwoning,Rhenen,2010,,,,
63271,Huurwoning,Rhenen,2011,,,,
63272,Huurwoning,Rhenen,2012,1550.0,2850.0,,
63273,Huurwoning,Rhenen,2013,1650.0,2800.0,,
63274,Huurwoning,Rhenen,2014,1200.0,2650.0,,
63275,Huurwoning,Rhenen,2015,1260.0,2630.0,,
63276,Huurwoning,Rhenen,2016,1310.0,2610.0,,
63277,Huurwoning,Rhenen,2017,1220.0,2540.0,,
63278,Huurwoning,Rhenen,2018,1190.0,2470.0,,
63279,Huurwoning,Rhenen,2019,1110.0,2380.0,,
63280,Huurwoning,Rhenen,2020,1000.0,2360.0,,
63281,Huurwoning,Rhenen,2021,1120.0,2370.0,2170.0,
63282,Huurwoning,Rhenen,2022,820.0,2160.0,1890.0,
63283,Huurwoning,Rhenen,2023,750.0,2100.0,1770.0,
63284,Huurwoning,Rhenen,2024,730.0,2120.0,1730.0,
63285,Huurwoning,Ridderkerk,2010,,,,
63286,Huurwoning,Ridderkerk,2011,,,,
63287,Huurwoning,Ridderkerk,2012,1200.0,2650.0,,
63288,Huurwoning,Ridderkerk,2013,1300.0,2650.0,,
63289,Huurwoning,Ridderkerk,2014,900.0,2550.0,,
63290,Huurwoning,Ridderkerk,2015,990.0,2500.0,,
63291,Huurwoning,Ridderkerk,2016,990.0,2450.0,,
63292,Huurwoning,Ridderkerk,2017,960.0,2390.0,,
63293,Huurwoning,Ridderkerk,2018,960.0,2350.0,,
63294,Huurwoning,Ridderkerk,2019,880.0,2260.0,,
63295,Huurwoning,Ridderkerk,2020,830.0,2230.0,,
63296,Huurwoning,Ridderkerk,2021,940.0,2260.0,2100.0,
63297,Huurwoning,Ridderkerk,2022,700.0,2120.0,1950.0,
63298,Huurwoning,Ridderkerk,2023,650.0,2060.0,1850.0,
63299,Huurwoning,Ridderkerk,2024,650.0,2060.0,1840.0,
63300,Huurwoning,Rijnwaarden,2010,,,,
63301,Huurwoning,Rijnwaarden,2011,,,,
63302,Huurwoning,Rijnwaarden,2012,1300.0,2700.0,,
63303,Huurwoning,Rijnwaarden,2013,1400.0,2650.0,,
63304,Huurwoning,Rijnwaarden,2014,1050.0,2600.0,,
63305,Huurwoning,Rijnwaarden,2015,1110.0,2580.0,,
63306,Huurwoning,Rijnwaarden,2016,1180.0,2560.0,,
63307,Huurwoning,Rijnwaarden,2017,1130.0,2550.0,,
63308,Huurwoning,Rijnwaarden,2018,,,,
63309,Huurwoning,Rijnwaarden,2019,,,,
63310,Huurwoning,Rijnwaarden,2020,,,,
63311,Huurwoning,Rijnwaarden,2021,,,,
63312,Huurwoning,Rijnwaarden,2022,,,,
63313,Huurwoning,Rijnwaarden,2023,,,,
63314,Huurwoning,Rijnwaarden,2024,,,,
63315,Huurwoning,Rijnwoude,2010,,,,
63316,Huurwoning,Rijnwoude,2011,,,,
63317,Huurwoning,Rijnwoude,2012,1350.0,2700.0,,
63318,Huurwoning,Rijnwoude,2013,1450.0,2650.0,,
63319,Huurwoning,Rijnwoude,2014,,,,
63320,Huurwoning,Rijnwoude,2015,,,,
63321,Huurwoning,Rijnwoude,2016,,,,
63322,Huurwoning,Rijnwoude,2017,,,,
63323,Huurwoning,Rijnwoude,2018,,,,
63324,Huurwoning,Rijnwoude,2019,,,,
63325,Huurwoning,Rijnwoude,2020,,,,
63326,Huurwoning,Rijnwoude,2021,,,,
63327,Huurwoning,Rijnwoude,2022,,,,
63328,Huurwoning,Rijnwoude,2023,,,,
63329,Huurwoning,Rijnwoude,2024,,,,
63330,Huurwoning,Rijssen-Holten,2010,,,,
63331,Huurwoning,Rijssen-Holten,2011,,,,
63332,Huurwoning,Rijssen-Holten,2012,1650.0,2700.0,,
63333,Huurwoning,Rijssen-Holten,2013,1700.0,2600.0,,
63334,Huurwoning,Rijssen-Holten,2014,1250.0,2500.0,,
63335,Huurwoning,Rijssen-Holten,2015,1300.0,2410.0,,
63336,Huurwoning,Rijssen-Holten,2016,1320.0,2360.0,,
63337,Huurwoning,Rijssen-Holten,2017,1260.0,2330.0,,
63338,Huurwoning,Rijssen-Holten,2018,1240.0,2280.0,,
63339,Huurwoning,Rijssen-Holten,2019,1110.0,2220.0,,
63340,Huurwoning,Rijssen-Holten,2020,1040.0,2220.0,,
63341,Huurwoning,Rijssen-Holten,2021,1160.0,2240.0,2040.0,
63342,Huurwoning,Rijssen-Holten,2022,880.0,2110.0,1840.0,
63343,Huurwoning,Rijssen-Holten,2023,810.0,2060.0,1750.0,
63344,Huurwoning,Rijssen-Holten,2024,770.0,2100.0,1740.0,
63345,Huurwoning,Rijswijk (ZH.),2010,,,,
63346,Huurwoning,Rijswijk (ZH.),2011,,,,
63347,Huurwoning,Rijswijk (ZH.),2012,1350.0,2300.0,,
63348,Huurwoning,Rijswijk (ZH.),2013,1400.0,2250.0,,
63349,Huurwoning,Rijswijk (ZH.),2014,1050.0,2200.0,,
63350,Huurwoning,Rijswijk (ZH.),2015,1090.0,2120.0,,
63351,Huurwoning,Rijswijk (ZH.),2016,1130.0,2110.0,,
63352,Huurwoning,Rijswijk (ZH.),2017,1090.0,2090.0,,
63353,Huurwoning,Rijswijk (ZH.),2018,1080.0,2060.0,,
63354,Huurwoning,Rijswijk (ZH.),2019,1000.0,2020.0,,
63355,Huurwoning,Rijswijk (ZH.),2020,950.0,2050.0,,
63356,Huurwoning,Rijswijk (ZH.),2021,1040.0,2100.0,2050.0,
63357,Huurwoning,Rijswijk (ZH.),2022,790.0,1950.0,1870.0,
63358,Huurwoning,Rijswijk (ZH.),2023,730.0,1880.0,1770.0,
63359,Huurwoning,Rijswijk (ZH.),2024,700.0,1920.0,1770.0,
63360,Huurwoning,Roerdalen,2010,,,,
63361,Huurwoning,Roerdalen,2011,,,,
63362,Huurwoning,Roerdalen,2012,1550.0,2750.0,,
63363,Huurwoning,Roerdalen,2013,1700.0,2750.0,,
63364,Huurwoning,Roerdalen,2014,1200.0,2550.0,,
63365,Huurwoning,Roerdalen,2015,1290.0,2520.0,,
63366,Huurwoning,Roerdalen,2016,1340.0,2530.0,,
63367,Huurwoning,Roerdalen,2017,1300.0,2500.0,,
63368,Huurwoning,Roerdalen,2018,1290.0,2460.0,,
63369,Huurwoning,Roerdalen,2019,1220.0,2330.0,,
63370,Huurwoning,Roerdalen,2020,1110.0,2280.0,,
63371,Huurwoning,Roerdalen,2021,1240.0,2300.0,1960.0,
63372,Huurwoning,Roerdalen,2022,900.0,2180.0,1730.0,
63373,Huurwoning,Roerdalen,2023,810.0,2100.0,1610.0,
63374,Huurwoning,Roerdalen,2024,790.0,2110.0,1610.0,
63375,Huurwoning,Roermond,2010,,,,
63376,Huurwoning,Roermond,2011,,,,
63377,Huurwoning,Roermond,2012,1400.0,2500.0,,
63378,Huurwoning,Roermond,2013,1400.0,2500.0,,
63379,Huurwoning,Roermond,2014,1000.0,2400.0,,
63380,Huurwoning,Roermond,2015,1050.0,2330.0,,
63381,Huurwoning,Roermond,2016,1080.0,2320.0,,
63382,Huurwoning,Roermond,2017,1040.0,2280.0,,
63383,Huurwoning,Roermond,2018,1030.0,2260.0,,
63384,Huurwoning,Roermond,2019,990.0,2190.0,,
63385,Huurwoning,Roermond,2020,930.0,2180.0,,
63386,Huurwoning,Roermond,2021,1040.0,2180.0,2090.0,
63387,Huurwoning,Roermond,2022,770.0,2060.0,1910.0,
63388,Huurwoning,Roermond,2023,700.0,1990.0,1800.0,
63389,Huurwoning,Roermond,2024,690.0,2000.0,1780.0,
63390,Huurwoning,De Ronde Venen,2010,,,,
63391,Huurwoning,De Ronde Venen,2011,,,,
63392,Huurwoning,De Ronde Venen,2012,1450.0,3050.0,,
63393,Huurwoning,De Ronde Venen,2013,1550.0,3000.0,,
63394,Huurwoning,De Ronde Venen,2014,1100.0,2850.0,,
63395,Huurwoning,De Ronde Venen,2015,1160.0,2630.0,,
63396,Huurwoning,De Ronde Venen,2016,1180.0,2570.0,,
63397,Huurwoning,De Ronde Venen,2017,1140.0,2500.0,,
63398,Huurwoning,De Ronde Venen,2018,1130.0,2420.0,,
63399,Huurwoning,De Ronde Venen,2019,1050.0,2310.0,,
63400,Huurwoning,De Ronde Venen,2020,1000.0,2300.0,,
63401,Huurwoning,De Ronde Venen,2021,1100.0,2330.0,2050.0,
63402,Huurwoning,De Ronde Venen,2022,820.0,2110.0,1770.0,
63403,Huurwoning,De Ronde Venen,2023,750.0,2020.0,1630.0,
63404,Huurwoning,De Ronde Venen,2024,730.0,2030.0,1590.0,
63405,Huurwoning,Roosendaal,2010,,,,
63406,Huurwoning,Roosendaal,2011,,,,
63407,Huurwoning,Roosendaal,2012,1400.0,2650.0,,
63408,Huurwoning,Roosendaal,2013,1450.0,2650.0,,
63409,Huurwoning,Roosendaal,2014,1050.0,2400.0,,
63410,Huurwoning,Roosendaal,2015,1100.0,2310.0,,
63411,Huurwoning,Roosendaal,2016,1110.0,2270.0,,
63412,Huurwoning,Roosendaal,2017,1080.0,2240.0,,
63413,Huurwoning,Roosendaal,2018,1090.0,2220.0,,
63414,Huurwoning,Roosendaal,2019,990.0,2140.0,,
63415,Huurwoning,Roosendaal,2020,940.0,2130.0,,
63416,Huurwoning,Roosendaal,2021,1030.0,2150.0,2120.0,
63417,Huurwoning,Roosendaal,2022,780.0,2020.0,1960.0,
63418,Huurwoning,Roosendaal,2023,730.0,1960.0,1860.0,
63419,Huurwoning,Roosendaal,2024,720.0,1960.0,1810.0,
63420,Huurwoning,Rotterdam,2010,,,,
63421,Huurwoning,Rotterdam,2011,,,,
63422,Huurwoning,Rotterdam,2012,950.0,2300.0,,
63423,Huurwoning,Rotterdam,2013,1000.0,2300.0,,
63424,Huurwoning,Rotterdam,2014,750.0,2200.0,,
63425,Huurwoning,Rotterdam,2015,800.0,2150.0,,
63426,Huurwoning,Rotterdam,2016,830.0,2130.0,,
63427,Huurwoning,Rotterdam,2017,800.0,2100.0,,
63428,Huurwoning,Rotterdam,2018,780.0,2070.0,,
63429,Huurwoning,Rotterdam,2019,750.0,2010.0,,
63430,Huurwoning,Rotterdam,2020,710.0,2010.0,,
63431,Huurwoning,Rotterdam,2021,810.0,2070.0,2050.0,
63432,Huurwoning,Rotterdam,2022,610.0,1900.0,1880.0,
63433,Huurwoning,Rotterdam,2023,560.0,1860.0,1830.0,
63434,Huurwoning,Rotterdam,2024,550.0,1860.0,1820.0,
63435,Huurwoning,Rozenburg,2010,,,,
63436,Huurwoning,Rozenburg,2011,,,,
63437,Huurwoning,Rozenburg,2012,,,,
63438,Huurwoning,Rozenburg,2013,,,,
63439,Huurwoning,Rozenburg,2014,,,,
63440,Huurwoning,Rozenburg,2015,,,,
63441,Huurwoning,Rozenburg,2016,,,,
63442,Huurwoning,Rozenburg,2017,,,,
63443,Huurwoning,Rozenburg,2018,,,,
63444,Huurwoning,Rozenburg,2019,,,,
63445,Huurwoning,Rozenburg,2020,,,,
63446,Huurwoning,Rozenburg,2021,,,,
63447,Huurwoning,Rozenburg,2022,,,,
63448,Huurwoning,Rozenburg,2023,,,,
63449,Huurwoning,Rozenburg,2024,,,,
63450,Huurwoning,Rozendaal,2010,,,,
63451,Huurwoning,Rozendaal,2011,,,,
63452,Huurwoning,Rozendaal,2012,2350.0,3300.0,,
63453,Huurwoning,Rozendaal,2013,2450.0,3400.0,,
63454,Huurwoning,Rozendaal,2014,1800.0,3100.0,,
63455,Huurwoning,Rozendaal,2015,1800.0,2820.0,,
63456,Huurwoning,Rozendaal,2016,1850.0,2670.0,,
63457,Huurwoning,Rozendaal,2017,1850.0,2730.0,,
63458,Huurwoning,Rozendaal,2018,1720.0,2610.0,,
63459,Huurwoning,Rozendaal,2019,1580.0,2610.0,,
63460,Huurwoning,Rozendaal,2020,1560.0,2520.0,,
63461,Huurwoning,Rozendaal,2021,1680.0,2460.0,2410.0,
63462,Huurwoning,Rozendaal,2022,1290.0,2370.0,2320.0,
63463,Huurwoning,Rozendaal,2023,1090.0,2270.0,2150.0,
63464,Huurwoning,Rozendaal,2024,1080.0,2490.0,2310.0,
63465,Huurwoning,Rucphen,2010,,,,
63466,Huurwoning,Rucphen,2011,,,,
63467,Huurwoning,Rucphen,2012,1550.0,3050.0,,
63468,Huurwoning,Rucphen,2013,1650.0,3050.0,,
63469,Huurwoning,Rucphen,2014,1250.0,2900.0,,
63470,Huurwoning,Rucphen,2015,1320.0,2890.0,,
63471,Huurwoning,Rucphen,2016,1350.0,2840.0,,
63472,Huurwoning,Rucphen,2017,1270.0,2800.0,,
63473,Huurwoning,Rucphen,2018,1280.0,2760.0,,
63474,Huurwoning,Rucphen,2019,1180.0,2670.0,,
63475,Huurwoning,Rucphen,2020,1120.0,2660.0,,
63476,Huurwoning,Rucphen,2021,1230.0,2650.0,2500.0,
63477,Huurwoning,Rucphen,2022,920.0,2420.0,2190.0,
63478,Huurwoning,Rucphen,2023,830.0,2340.0,2020.0,
63479,Huurwoning,Rucphen,2024,830.0,2260.0,1740.0,
63480,Huurwoning,Schagen,2010,,,,
63481,Huurwoning,Schagen,2011,,,,
63482,Huurwoning,Schagen,2012,1300.0,2550.0,,
63483,Huurwoning,Schagen,2013,1500.0,2500.0,,
63484,Huurwoning,Schagen,2014,1100.0,2400.0,,
63485,Huurwoning,Schagen,2015,1130.0,2280.0,,
63486,Huurwoning,Schagen,2016,1190.0,2250.0,,
63487,Huurwoning,Schagen,2017,1100.0,2210.0,,
63488,Huurwoning,Schagen,2018,1110.0,2170.0,,
63489,Huurwoning,Schagen,2019,1030.0,2130.0,,
63490,Huurwoning,Schagen,2020,980.0,2160.0,,
63491,Huurwoning,Schagen,2021,1070.0,2180.0,2080.0,
63492,Huurwoning,Schagen,2022,790.0,2000.0,1850.0,
63493,Huurwoning,Schagen,2023,700.0,2000.0,1740.0,
63494,Huurwoning,Schagen,2024,640.0,2050.0,1620.0,
63495,Huurwoning,Schermer,2010,,,,
63496,Huurwoning,Schermer,2011,,,,
63497,Huurwoning,Schermer,2012,1600.0,2800.0,,
63498,Huurwoning,Schermer,2013,1700.0,2700.0,,
63499,Huurwoning,Schermer,2014,1250.0,2600.0,,
63500,Huurwoning,Schermer,2015,,,,
63501,Huurwoning,Schermer,2016,,,,
63502,Huurwoning,Schermer,2017,,,,
63503,Huurwoning,Schermer,2018,,,,
63504,Huurwoning,Schermer,2019,,,,
63505,Huurwoning,Schermer,2020,,,,
63506,Huurwoning,Schermer,2021,,,,
63507,Huurwoning,Schermer,2022,,,,
63508,Huurwoning,Schermer,2023,,,,
63509,Huurwoning,Schermer,2024,,,,
63510,Huurwoning,Scherpenzeel,2010,,,,
63511,Huurwoning,Scherpenzeel,2011,,,,
63512,Huurwoning,Scherpenzeel,2012,1600.0,2900.0,,
63513,Huurwoning,Scherpenzeel,2013,1700.0,2900.0,,
63514,Huurwoning,Scherpenzeel,2014,1250.0,2750.0,,
63515,Huurwoning,Scherpenzeel,2015,1310.0,2540.0,,
63516,Huurwoning,Scherpenzeel,2016,1340.0,2480.0,,
63517,Huurwoning,Scherpenzeel,2017,1290.0,2460.0,,
63518,Huurwoning,Scherpenzeel,2018,1280.0,2410.0,,
63519,Huurwoning,Scherpenzeel,2019,1170.0,2360.0,,
63520,Huurwoning,Scherpenzeel,2020,1060.0,2320.0,,
63521,Huurwoning,Scherpenzeel,2021,1080.0,2360.0,2280.0,
63522,Huurwoning,Scherpenzeel,2022,810.0,2160.0,2040.0,
63523,Huurwoning,Scherpenzeel,2023,750.0,2080.0,1940.0,
63524,Huurwoning,Scherpenzeel,2024,740.0,2090.0,1950.0,
63525,Huurwoning,Schiedam,2010,,,,
63526,Huurwoning,Schiedam,2011,,,,
63527,Huurwoning,Schiedam,2012,1100.0,2250.0,,
63528,Huurwoning,Schiedam,2013,1150.0,2150.0,,
63529,Huurwoning,Schiedam,2014,900.0,2100.0,,
63530,Huurwoning,Schiedam,2015,920.0,2070.0,,
63531,Huurwoning,Schiedam,2016,990.0,2040.0,,
63532,Huurwoning,Schiedam,2017,940.0,2040.0,,
63533,Huurwoning,Schiedam,2018,940.0,2030.0,,
63534,Huurwoning,Schiedam,2019,900.0,2020.0,,
63535,Huurwoning,Schiedam,2020,870.0,2090.0,,
63536,Huurwoning,Schiedam,2021,980.0,2110.0,2080.0,
63537,Huurwoning,Schiedam,2022,760.0,1980.0,1940.0,
63538,Huurwoning,Schiedam,2023,710.0,1960.0,1910.0,
63539,Huurwoning,Schiedam,2024,690.0,1990.0,1920.0,
63540,Huurwoning,Schiermonnikoog,2010,,,,
63541,Huurwoning,Schiermonnikoog,2011,,,,
63542,Huurwoning,Schiermonnikoog,2012,1500.0,3000.0,,
63543,Huurwoning,Schiermonnikoog,2013,1650.0,3000.0,,
63544,Huurwoning,Schiermonnikoog,2014,1250.0,2950.0,,
63545,Huurwoning,Schiermonnikoog,2015,1340.0,2960.0,,
63546,Huurwoning,Schiermonnikoog,2016,1490.0,2920.0,,
63547,Huurwoning,Schiermonnikoog,2017,1350.0,2990.0,,
63548,Huurwoning,Schiermonnikoog,2018,1450.0,2930.0,,
63549,Huurwoning,Schiermonnikoog,2019,1270.0,2550.0,,
63550,Huurwoning,Schiermonnikoog,2020,1200.0,2490.0,,
63551,Huurwoning,Schiermonnikoog,2021,1190.0,2620.0,1990.0,
63552,Huurwoning,Schiermonnikoog,2022,870.0,2250.0,1490.0,
63553,Huurwoning,Schiermonnikoog,2023,740.0,2150.0,1330.0,
63554,Huurwoning,Schiermonnikoog,2024,750.0,2300.0,1520.0,
63555,Huurwoning,Schijndel,2010,,,,
63556,Huurwoning,Schijndel,2011,,,,
63557,Huurwoning,Schijndel,2012,1400.0,2950.0,,
63558,Huurwoning,Schijndel,2013,1500.0,2950.0,,
63559,Huurwoning,Schijndel,2014,1100.0,2800.0,,
63560,Huurwoning,Schijndel,2015,1180.0,2650.0,,
63561,Huurwoning,Schijndel,2016,1160.0,2570.0,,
63562,Huurwoning,Schijndel,2017,,,,
63563,Huurwoning,Schijndel,2018,,,,
63564,Huurwoning,Schijndel,2019,,,,
63565,Huurwoning,Schijndel,2020,,,,
63566,Huurwoning,Schijndel,2021,,,,
63567,Huurwoning,Schijndel,2022,,,,
63568,Huurwoning,Schijndel,2023,,,,
63569,Huurwoning,Schijndel,2024,,,,
63570,Huurwoning,Schinnen,2010,,,,
63571,Huurwoning,Schinnen,2011,,,,
63572,Huurwoning,Schinnen,2012,1600.0,2900.0,,
63573,Huurwoning,Schinnen,2013,1700.0,2900.0,,
63574,Huurwoning,Schinnen,2014,1250.0,2700.0,,
63575,Huurwoning,Schinnen,2015,1390.0,2700.0,,
63576,Huurwoning,Schinnen,2016,1420.0,2610.0,,
63577,Huurwoning,Schinnen,2017,1340.0,2540.0,,
63578,Huurwoning,Schinnen,2018,1330.0,2490.0,,
63579,Huurwoning,Schinnen,2019,,,,
63580,Huurwoning,Schinnen,2020,,,,
63581,Huurwoning,Schinnen,2021,,,,
63582,Huurwoning,Schinnen,2022,,,,
63583,Huurwoning,Schinnen,2023,,,,
63584,Huurwoning,Schinnen,2024,,,,
63585,Huurwoning,Schoonhoven,2010,,,,
63586,Huurwoning,Schoonhoven,2011,,,,
63587,Huurwoning,Schoonhoven,2012,1250.0,2400.0,,
63588,Huurwoning,Schoonhoven,2013,1350.0,2400.0,,
63589,Huurwoning,Schoonhoven,2014,950.0,2300.0,,
63590,Huurwoning,Schoonhoven,2015,,,,
63591,Huurwoning,Schoonhoven,2016,,,,
63592,Huurwoning,Schoonhoven,2017,,,,
63593,Huurwoning,Schoonhoven,2018,,,,
63594,Huurwoning,Schoonhoven,2019,,,,
63595,Huurwoning,Schoonhoven,2020,,,,
63596,Huurwoning,Schoonhoven,2021,,,,
63597,Huurwoning,Schoonhoven,2022,,,,
63598,Huurwoning,Schoonhoven,2023,,,,
63599,Huurwoning,Schoonhoven,2024,,,,
63600,Huurwoning,Schouwen-Duiveland,2010,,,,
63601,Huurwoning,Schouwen-Duiveland,2011,,,,
63602,Huurwoning,Schouwen-Duiveland,2012,1400.0,2650.0,,
63603,Huurwoning,Schouwen-Duiveland,2013,1550.0,2600.0,,
63604,Huurwoning,Schouwen-Duiveland,2014,1150.0,2500.0,,
63605,Huurwoning,Schouwen-Duiveland,2015,1200.0,2410.0,,
63606,Huurwoning,Schouwen-Duiveland,2016,1220.0,2300.0,,
63607,Huurwoning,Schouwen-Duiveland,2017,1140.0,2210.0,,
63608,Huurwoning,Schouwen-Duiveland,2018,1160.0,2130.0,,
63609,Huurwoning,Schouwen-Duiveland,2019,1070.0,2120.0,,
63610,Huurwoning,Schouwen-Duiveland,2020,1010.0,2080.0,,
63611,Huurwoning,Schouwen-Duiveland,2021,1120.0,2160.0,1820.0,
63612,Huurwoning,Schouwen-Duiveland,2022,840.0,1940.0,1470.0,
63613,Huurwoning,Schouwen-Duiveland,2023,750.0,1850.0,1280.0,
63614,Huurwoning,Schouwen-Duiveland,2024,760.0,1860.0,1270.0,
63615,Huurwoning,Simpelveld,2010,,,,
63616,Huurwoning,Simpelveld,2011,,,,
63617,Huurwoning,Simpelveld,2012,1550.0,2600.0,,
63618,Huurwoning,Simpelveld,2013,1650.0,2600.0,,
63619,Huurwoning,Simpelveld,2014,1250.0,2450.0,,
63620,Huurwoning,Simpelveld,2015,1290.0,2350.0,,
63621,Huurwoning,Simpelveld,2016,1300.0,2310.0,,
63622,Huurwoning,Simpelveld,2017,1230.0,2280.0,,
63623,Huurwoning,Simpelveld,2018,1220.0,2250.0,,
63624,Huurwoning,Simpelveld,2019,1130.0,2170.0,,
63625,Huurwoning,Simpelveld,2020,1030.0,2220.0,,
63626,Huurwoning,Simpelveld,2021,1180.0,2220.0,2150.0,
