ID,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4
0,Totaal woningen,Nederland,2010,1850.0,3300.0,,4.6
1,Totaal woningen,Nederland,2011,1450.0,3250.0,,4.5
2,Totaal woningen,Nederland,2012,1500.0,3200.0,,5.1
3,Totaal woningen,Nederland,2013,1600.0,3150.0,,4.9
4,Totaal woningen,Nederland,2014,1200.0,3050.0,,4.8
5,Totaal woningen,Nederland,2015,1250.0,2980.0,,5.5
6,Totaal woningen,Nederland,2016,1300.0,2910.0,,5.5
7,Totaal woningen,Nederland,2017,1240.0,2860.0,,5.6
8,Totaal woningen,Nederland,2018,1270.0,2790.0,,
9,Totaal woningen,Nederland,2019,1180.0,2730.0,,5.9
10,Totaal woningen,Nederland,2020,1120.0,2760.0,,6.3
11,Totaal woningen,Nederland,2021,1250.0,2810.0,2480.0,6.3
12,Totaal woningen,Nederland,2022,930.0,2580.0,2120.0,6.5
13,Totaal woningen,Nederland,2023,820.0,2500.0,1900.0,6.9
14,Totaal woningen,Nederland,2024,800.0,2550.0,1870.0,7.0
15,Totaal woningen,Noord-Nederland (LD),2010,2200.0,3200.0,,
16,Totaal woningen,Noord-Nederland (LD),2011,1700.0,3200.0,,
17,Totaal woningen,Noord-Nederland (LD),2012,1850.0,3100.0,,0.3
18,Totaal woningen,Noord-Nederland (LD),2013,1950.0,3050.0,,0.3
19,Totaal woningen,Noord-Nederland (LD),2014,1450.0,2900.0,,0.3
20,Totaal woningen,Noord-Nederland (LD),2015,1510.0,2850.0,,0.5
21,Totaal woningen,Noord-Nederland (LD),2016,1580.0,2770.0,,0.5
22,Totaal woningen,Noord-Nederland (LD),2017,1490.0,2700.0,,0.5
23,Totaal woningen,Noord-Nederland (LD),2018,1530.0,2640.0,,
24,Totaal woningen,Noord-Nederland (LD),2019,1390.0,2590.0,,0.6
25,Totaal woningen,Noord-Nederland (LD),2020,1340.0,2650.0,,
26,Totaal woningen,Noord-Nederland (LD),2021,1490.0,2700.0,2250.0,
27,Totaal woningen,Noord-Nederland (LD),2022,1090.0,2510.0,1880.0,
28,Totaal woningen,Noord-Nederland (LD),2023,960.0,2450.0,1650.0,1.1
29,Totaal woningen,Noord-Nederland (LD),2024,920.0,2540.0,1610.0,1.1
30,Totaal woningen,Oost-Nederland (LD),2010,1950.0,3500.0,,5.0
31,Totaal woningen,Oost-Nederland (LD),2011,1550.0,3450.0,,5.0
32,Totaal woningen,Oost-Nederland (LD),2012,1600.0,3400.0,,5.8
33,Totaal woningen,Oost-Nederland (LD),2013,1700.0,3350.0,,5.5
34,Totaal woningen,Oost-Nederland (LD),2014,1250.0,3200.0,,5.5
35,Totaal woningen,Oost-Nederland (LD),2015,1320.0,3140.0,,6.1
36,Totaal woningen,Oost-Nederland (LD),2016,1370.0,3050.0,,6.1
37,Totaal woningen,Oost-Nederland (LD),2017,1320.0,2980.0,,6.1
38,Totaal woningen,Oost-Nederland (LD),2018,1340.0,2890.0,,
39,Totaal woningen,Oost-Nederland (LD),2019,1230.0,2860.0,,6.7
40,Totaal woningen,Oost-Nederland (LD),2020,1170.0,2910.0,,6.9
41,Totaal woningen,Oost-Nederland (LD),2021,1320.0,2950.0,2560.0,6.8
42,Totaal woningen,Oost-Nederland (LD),2022,970.0,2730.0,2170.0,6.7
43,Totaal woningen,Oost-Nederland (LD),2023,850.0,2660.0,1920.0,7.0
44,Totaal woningen,Oost-Nederland (LD),2024,830.0,2720.0,1880.0,7.2
45,Totaal woningen,West-Nederland (LD),2010,1650.0,3100.0,,6.0
46,Totaal woningen,West-Nederland (LD),2011,1300.0,3050.0,,6.0
47,Totaal woningen,West-Nederland (LD),2012,1350.0,3000.0,,6.5
48,Totaal woningen,West-Nederland (LD),2013,1450.0,2950.0,,6.2
49,Totaal woningen,West-Nederland (LD),2014,1050.0,2850.0,,6.0
50,Totaal woningen,West-Nederland (LD),2015,1130.0,2810.0,,6.9
51,Totaal woningen,West-Nederland (LD),2016,1170.0,2760.0,,7.0
52,Totaal woningen,West-Nederland (LD),2017,1110.0,2710.0,,7.1
53,Totaal woningen,West-Nederland (LD),2018,1140.0,2650.0,,
54,Totaal woningen,West-Nederland (LD),2019,1060.0,2580.0,,7.7
55,Totaal woningen,West-Nederland (LD),2020,1010.0,2610.0,,8.2
56,Totaal woningen,West-Nederland (LD),2021,1140.0,2680.0,2450.0,8.1
57,Totaal woningen,West-Nederland (LD),2022,840.0,2450.0,2120.0,8.6
58,Totaal woningen,West-Nederland (LD),2023,760.0,2360.0,1930.0,9.1
59,Totaal woningen,West-Nederland (LD),2024,730.0,2390.0,1900.0,9.3
60,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2010,,,,
61,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2011,,,,
62,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2012,,,,
63,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2013,,,,
64,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2014,,,,
65,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2015,,,,
66,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2016,,,,
67,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2017,,,,
68,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2018,,,,
69,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2019,,,,
70,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2020,,,,
71,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2021,,,,
72,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2022,,,,
73,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2023,,,,
74,Totaal woningen,"West-Nederland, exclusief G4 (LD)",2024,,,,
75,Totaal woningen,Zuid-Nederland (LD),2010,2000.0,3600.0,,
76,Totaal woningen,Zuid-Nederland (LD),2011,1550.0,3550.0,,
77,Totaal woningen,Zuid-Nederland (LD),2012,1650.0,3500.0,,3.9
78,Totaal woningen,Zuid-Nederland (LD),2013,1750.0,3450.0,,3.7
79,Totaal woningen,Zuid-Nederland (LD),2014,1300.0,3300.0,,3.6
80,Totaal woningen,Zuid-Nederland (LD),2015,1370.0,3250.0,,4.1
81,Totaal woningen,Zuid-Nederland (LD),2016,1420.0,3190.0,,4.1
82,Totaal woningen,Zuid-Nederland (LD),2017,1360.0,3150.0,,4.0
83,Totaal woningen,Zuid-Nederland (LD),2018,1380.0,3080.0,,
84,Totaal woningen,Zuid-Nederland (LD),2019,1280.0,2980.0,,4.2
85,Totaal woningen,Zuid-Nederland (LD),2020,1210.0,2980.0,,4.4
86,Totaal woningen,Zuid-Nederland (LD),2021,1350.0,3020.0,2600.0,4.3
87,Totaal woningen,Zuid-Nederland (LD),2022,990.0,2790.0,2210.0,4.3
88,Totaal woningen,Zuid-Nederland (LD),2023,870.0,2700.0,1930.0,4.4
89,Totaal woningen,Zuid-Nederland (LD),2024,850.0,2760.0,1910.0,4.4
90,Totaal woningen,Groningen (PV),2010,2150.0,3100.0,,
91,Totaal woningen,Groningen (PV),2011,1700.0,3100.0,,
92,Totaal woningen,Groningen (PV),2012,1850.0,3050.0,,0.4
93,Totaal woningen,Groningen (PV),2013,1900.0,3000.0,,0.4
94,Totaal woningen,Groningen (PV),2014,1400.0,2850.0,,0.4
95,Totaal woningen,Groningen (PV),2015,1500.0,2760.0,,0.6
96,Totaal woningen,Groningen (PV),2016,1570.0,2690.0,,0.6
97,Totaal woningen,Groningen (PV),2017,1480.0,2640.0,,0.6
98,Totaal woningen,Groningen (PV),2018,1510.0,2580.0,,
99,Totaal woningen,Groningen (PV),2019,1350.0,2450.0,,0.9
100,Totaal woningen,Groningen (PV),2020,1320.0,2530.0,,
101,Totaal woningen,Groningen (PV),2021,1460.0,2570.0,2170.0,
102,Totaal woningen,Groningen (PV),2022,1080.0,2390.0,1830.0,1.5
103,Totaal woningen,Groningen (PV),2023,930.0,2340.0,1620.0,1.8
104,Totaal woningen,Groningen (PV),2024,890.0,2420.0,1590.0,2.0
105,Totaal woningen,Fryslân (PV),2010,2150.0,3050.0,,
106,Totaal woningen,Fryslân (PV),2011,1650.0,3050.0,,
107,Totaal woningen,Fryslân (PV),2012,1750.0,3000.0,,0.5
108,Totaal woningen,Fryslân (PV),2013,1850.0,2900.0,,0.5
109,Totaal woningen,Fryslân (PV),2014,1350.0,2800.0,,0.5
110,Totaal woningen,Fryslân (PV),2015,1450.0,2730.0,,0.7
111,Totaal woningen,Fryslân (PV),2016,1520.0,2640.0,,0.7
112,Totaal woningen,Fryslân (PV),2017,1430.0,2570.0,,0.7
113,Totaal woningen,Fryslân (PV),2018,1470.0,2490.0,,
114,Totaal woningen,Fryslân (PV),2019,1350.0,2540.0,,0.7
115,Totaal woningen,Fryslân (PV),2020,1310.0,2630.0,,
116,Totaal woningen,Fryslân (PV),2021,1460.0,2680.0,2240.0,
117,Totaal woningen,Fryslân (PV),2022,1070.0,2480.0,1860.0,
118,Totaal woningen,Fryslân (PV),2023,940.0,2430.0,1630.0,
119,Totaal woningen,Fryslân (PV),2024,910.0,2500.0,1590.0,
120,Totaal woningen,Drenthe (PV),2010,2350.0,3500.0,,
121,Totaal woningen,Drenthe (PV),2011,1850.0,3450.0,,
122,Totaal woningen,Drenthe (PV),2012,1950.0,3400.0,,
123,Totaal woningen,Drenthe (PV),2013,2050.0,3350.0,,
124,Totaal woningen,Drenthe (PV),2014,1500.0,3200.0,,
125,Totaal woningen,Drenthe (PV),2015,1600.0,3110.0,,0.1
126,Totaal woningen,Drenthe (PV),2016,1680.0,3050.0,,0.2
127,Totaal woningen,Drenthe (PV),2017,1590.0,2980.0,,0.2
128,Totaal woningen,Drenthe (PV),2018,1610.0,2910.0,,
129,Totaal woningen,Drenthe (PV),2019,1480.0,2810.0,,0.2
130,Totaal woningen,Drenthe (PV),2020,1400.0,2840.0,,
131,Totaal woningen,Drenthe (PV),2021,1560.0,2890.0,2360.0,
132,Totaal woningen,Drenthe (PV),2022,1150.0,2700.0,1970.0,
133,Totaal woningen,Drenthe (PV),2023,1010.0,2630.0,1690.0,
134,Totaal woningen,Drenthe (PV),2024,970.0,2730.0,1660.0,
135,Totaal woningen,Overijssel (PV),2010,2100.0,3450.0,,
136,Totaal woningen,Overijssel (PV),2011,1650.0,3450.0,,
137,Totaal woningen,Overijssel (PV),2012,1750.0,3400.0,,2.3
138,Totaal woningen,Overijssel (PV),2013,1850.0,3350.0,,2.0
139,Totaal woningen,Overijssel (PV),2014,1300.0,3250.0,,2.0
140,Totaal woningen,Overijssel (PV),2015,1390.0,3130.0,,2.8
141,Totaal woningen,Overijssel (PV),2016,1430.0,3070.0,,3.0
142,Totaal woningen,Overijssel (PV),2017,1390.0,3010.0,,3.1
143,Totaal woningen,Overijssel (PV),2018,1410.0,2940.0,,
144,Totaal woningen,Overijssel (PV),2019,1280.0,2850.0,,3.3
145,Totaal woningen,Overijssel (PV),2020,1220.0,2870.0,,3.3
146,Totaal woningen,Overijssel (PV),2021,1400.0,2930.0,2540.0,3.2
147,Totaal woningen,Overijssel (PV),2022,1040.0,2710.0,2140.0,3.4
148,Totaal woningen,Overijssel (PV),2023,910.0,2650.0,1870.0,3.5
149,Totaal woningen,Overijssel (PV),2024,880.0,2720.0,1820.0,3.6
150,Totaal woningen,Flevoland (PV),2010,1150.0,3650.0,,31.0
151,Totaal woningen,Flevoland (PV),2011,950.0,3600.0,,32.0
152,Totaal woningen,Flevoland (PV),2012,950.0,3500.0,,32.9
153,Totaal woningen,Flevoland (PV),2013,1000.0,3450.0,,32.8
154,Totaal woningen,Flevoland (PV),2014,750.0,3350.0,,32.5
155,Totaal woningen,Flevoland (PV),2015,760.0,3270.0,,33.1
156,Totaal woningen,Flevoland (PV),2016,850.0,3140.0,,33.0
157,Totaal woningen,Flevoland (PV),2017,810.0,3050.0,,32.7
158,Totaal woningen,Flevoland (PV),2018,830.0,2930.0,,
159,Totaal woningen,Flevoland (PV),2019,770.0,2950.0,,33.0
160,Totaal woningen,Flevoland (PV),2020,760.0,3010.0,,33.6
161,Totaal woningen,Flevoland (PV),2021,850.0,3040.0,2660.0,33.3
162,Totaal woningen,Flevoland (PV),2022,620.0,2810.0,2250.0,30.4
163,Totaal woningen,Flevoland (PV),2023,560.0,2720.0,2020.0,30.8
164,Totaal woningen,Flevoland (PV),2024,540.0,2780.0,1970.0,30.7
165,Totaal woningen,Gelderland (PV),2010,2000.0,3450.0,,
166,Totaal woningen,Gelderland (PV),2011,1600.0,3450.0,,
167,Totaal woningen,Gelderland (PV),2012,1650.0,3400.0,,2.6
168,Totaal woningen,Gelderland (PV),2013,1750.0,3300.0,,2.4
169,Totaal woningen,Gelderland (PV),2014,1300.0,3200.0,,2.5
170,Totaal woningen,Gelderland (PV),2015,1390.0,3130.0,,2.9
171,Totaal woningen,Gelderland (PV),2016,1440.0,3030.0,,2.9
172,Totaal woningen,Gelderland (PV),2017,1390.0,2950.0,,2.8
173,Totaal woningen,Gelderland (PV),2018,1400.0,2850.0,,
174,Totaal woningen,Gelderland (PV),2019,1290.0,2850.0,,3.7
175,Totaal woningen,Gelderland (PV),2020,1220.0,2910.0,,3.8
176,Totaal woningen,Gelderland (PV),2021,1370.0,2950.0,2560.0,3.9
177,Totaal woningen,Gelderland (PV),2022,1010.0,2730.0,2170.0,4.1
178,Totaal woningen,Gelderland (PV),2023,880.0,2650.0,1930.0,4.4
179,Totaal woningen,Gelderland (PV),2024,860.0,2710.0,1890.0,4.6
180,Totaal woningen,Utrecht (PV),2010,1750.0,3350.0,,11.0
181,Totaal woningen,Utrecht (PV),2011,1350.0,3350.0,,10.0
182,Totaal woningen,Utrecht (PV),2012,1350.0,3250.0,,12.5
183,Totaal woningen,Utrecht (PV),2013,1450.0,3200.0,,11.5
184,Totaal woningen,Utrecht (PV),2014,1050.0,3100.0,,11.2
185,Totaal woningen,Utrecht (PV),2015,1150.0,3020.0,,11.9
186,Totaal woningen,Utrecht (PV),2016,1200.0,2980.0,,12.0
187,Totaal woningen,Utrecht (PV),2017,1140.0,2930.0,,12.0
188,Totaal woningen,Utrecht (PV),2018,1160.0,2850.0,,
189,Totaal woningen,Utrecht (PV),2019,1070.0,2750.0,,12.4
190,Totaal woningen,Utrecht (PV),2020,1020.0,2760.0,,12.6
191,Totaal woningen,Utrecht (PV),2021,1150.0,2830.0,2540.0,12.4
192,Totaal woningen,Utrecht (PV),2022,840.0,2580.0,2160.0,12.6
193,Totaal woningen,Utrecht (PV),2023,750.0,2490.0,1930.0,13.1
194,Totaal woningen,Utrecht (PV),2024,730.0,2530.0,1900.0,13.2
195,Totaal woningen,Noord-Holland (PV),2010,1650.0,3000.0,,
196,Totaal woningen,Noord-Holland (PV),2011,1300.0,3000.0,,
197,Totaal woningen,Noord-Holland (PV),2012,1350.0,2950.0,,5.1
198,Totaal woningen,Noord-Holland (PV),2013,1450.0,2900.0,,4.9
199,Totaal woningen,Noord-Holland (PV),2014,1100.0,2800.0,,4.8
200,Totaal woningen,Noord-Holland (PV),2015,1140.0,2740.0,,6.0
201,Totaal woningen,Noord-Holland (PV),2016,1190.0,2680.0,,6.2
202,Totaal woningen,Noord-Holland (PV),2017,1130.0,2620.0,,6.5
203,Totaal woningen,Noord-Holland (PV),2018,1160.0,2550.0,,
204,Totaal woningen,Noord-Holland (PV),2019,1070.0,2520.0,,7.5
205,Totaal woningen,Noord-Holland (PV),2020,1020.0,2550.0,,8.1
206,Totaal woningen,Noord-Holland (PV),2021,1150.0,2600.0,2390.0,8.1
207,Totaal woningen,Noord-Holland (PV),2022,850.0,2370.0,2080.0,8.8
208,Totaal woningen,Noord-Holland (PV),2023,770.0,2290.0,1920.0,9.4
209,Totaal woningen,Noord-Holland (PV),2024,740.0,2310.0,1890.0,9.7
210,Totaal woningen,Zuid-Holland (PV),2010,1600.0,3100.0,,6.0
211,Totaal woningen,Zuid-Holland (PV),2011,1250.0,3050.0,,6.0
212,Totaal woningen,Zuid-Holland (PV),2012,1300.0,3000.0,,6.2
213,Totaal woningen,Zuid-Holland (PV),2013,1400.0,2950.0,,6.1
214,Totaal woningen,Zuid-Holland (PV),2014,1050.0,2850.0,,5.9
215,Totaal woningen,Zuid-Holland (PV),2015,1090.0,2810.0,,6.6
216,Totaal woningen,Zuid-Holland (PV),2016,1120.0,2770.0,,6.7
217,Totaal woningen,Zuid-Holland (PV),2017,1080.0,2730.0,,6.7
218,Totaal woningen,Zuid-Holland (PV),2018,1100.0,2670.0,,
219,Totaal woningen,Zuid-Holland (PV),2019,1020.0,2590.0,,7.1
220,Totaal woningen,Zuid-Holland (PV),2020,980.0,2620.0,,7.6
221,Totaal woningen,Zuid-Holland (PV),2021,1100.0,2680.0,2480.0,7.6
222,Totaal woningen,Zuid-Holland (PV),2022,810.0,2450.0,2160.0,7.9
223,Totaal woningen,Zuid-Holland (PV),2023,740.0,2360.0,1960.0,8.3
224,Totaal woningen,Zuid-Holland (PV),2024,710.0,2390.0,1940.0,8.6
225,Totaal woningen,Zeeland (PV),2010,1850.0,3100.0,,
226,Totaal woningen,Zeeland (PV),2011,1450.0,3100.0,,
227,Totaal woningen,Zeeland (PV),2012,1550.0,3000.0,,0.5
228,Totaal woningen,Zeeland (PV),2013,1650.0,3000.0,,0.5
229,Totaal woningen,Zeeland (PV),2014,1250.0,2850.0,,0.5
230,Totaal woningen,Zeeland (PV),2015,1330.0,2800.0,,0.5
231,Totaal woningen,Zeeland (PV),2016,1360.0,2740.0,,0.5
232,Totaal woningen,Zeeland (PV),2017,1280.0,2670.0,,0.5
233,Totaal woningen,Zeeland (PV),2018,1310.0,2600.0,,
234,Totaal woningen,Zeeland (PV),2019,1220.0,2520.0,,0.4
235,Totaal woningen,Zeeland (PV),2020,1170.0,2540.0,,
236,Totaal woningen,Zeeland (PV),2021,1330.0,2710.0,2290.0,
237,Totaal woningen,Zeeland (PV),2022,990.0,2500.0,1900.0,
238,Totaal woningen,Zeeland (PV),2023,890.0,2450.0,1680.0,
239,Totaal woningen,Zeeland (PV),2024,860.0,2510.0,1640.0,
240,Totaal woningen,Noord-Brabant (PV),2010,1950.0,3600.0,,
241,Totaal woningen,Noord-Brabant (PV),2011,1500.0,3550.0,,
242,Totaal woningen,Noord-Brabant (PV),2012,1600.0,3550.0,,5.3
243,Totaal woningen,Noord-Brabant (PV),2013,1700.0,3450.0,,5.0
244,Totaal woningen,Noord-Brabant (PV),2014,1250.0,3350.0,,4.8
245,Totaal woningen,Noord-Brabant (PV),2015,1340.0,3290.0,,5.5
246,Totaal woningen,Noord-Brabant (PV),2016,1380.0,3230.0,,5.5
247,Totaal woningen,Noord-Brabant (PV),2017,1320.0,3190.0,,5.5
248,Totaal woningen,Noord-Brabant (PV),2018,1340.0,3120.0,,
249,Totaal woningen,Noord-Brabant (PV),2019,1250.0,3010.0,,5.7
250,Totaal woningen,Noord-Brabant (PV),2020,1180.0,3020.0,,5.9
251,Totaal woningen,Noord-Brabant (PV),2021,1320.0,3060.0,2660.0,5.8
252,Totaal woningen,Noord-Brabant (PV),2022,970.0,2810.0,2250.0,5.6
253,Totaal woningen,Noord-Brabant (PV),2023,850.0,2710.0,1970.0,5.7
254,Totaal woningen,Noord-Brabant (PV),2024,830.0,2770.0,1940.0,5.7
255,Totaal woningen,Limburg (PV),2010,2150.0,3550.0,,
256,Totaal woningen,Limburg (PV),2011,1650.0,3450.0,,
257,Totaal woningen,Limburg (PV),2012,1750.0,3450.0,,1.0
258,Totaal woningen,Limburg (PV),2013,1850.0,3400.0,,0.9
259,Totaal woningen,Limburg (PV),2014,1350.0,3250.0,,0.9
260,Totaal woningen,Limburg (PV),2015,1450.0,3170.0,,1.0
261,Totaal woningen,Limburg (PV),2016,1510.0,3110.0,,1.0
262,Totaal woningen,Limburg (PV),2017,1450.0,3080.0,,1.0
263,Totaal woningen,Limburg (PV),2018,1450.0,3000.0,,
264,Totaal woningen,Limburg (PV),2019,1350.0,2900.0,,1.1
265,Totaal woningen,Limburg (PV),2020,1270.0,2910.0,,
266,Totaal woningen,Limburg (PV),2021,1430.0,2940.0,2460.0,
267,Totaal woningen,Limburg (PV),2022,1050.0,2740.0,2100.0,1.3
268,Totaal woningen,Limburg (PV),2023,910.0,2670.0,1850.0,1.6
269,Totaal woningen,Limburg (PV),2024,890.0,2730.0,1840.0,1.6
270,Totaal woningen,Extra-Regio (PV),2010,,,,
271,Totaal woningen,Extra-Regio (PV),2011,,,,
272,Totaal woningen,Extra-Regio (PV),2012,,,,
273,Totaal woningen,Extra-Regio (PV),2013,,,,
274,Totaal woningen,Extra-Regio (PV),2014,,,,
275,Totaal woningen,Extra-Regio (PV),2015,,,,
276,Totaal woningen,Extra-Regio (PV),2016,,,,
277,Totaal woningen,Extra-Regio (PV),2017,,,,
278,Totaal woningen,Extra-Regio (PV),2018,,,,
279,Totaal woningen,Extra-Regio (PV),2019,,,,
280,Totaal woningen,Extra-Regio (PV),2020,,,,
281,Totaal woningen,Extra-Regio (PV),2021,,,,
282,Totaal woningen,Extra-Regio (PV),2022,,,,
283,Totaal woningen,Extra-Regio (PV),2023,,,,
284,Totaal woningen,Extra-Regio (PV),2024,,,,
285,Totaal woningen,Aa en Hunze,2010,2700.0,3700.0,,
286,Totaal woningen,Aa en Hunze,2011,2100.0,3700.0,,
287,Totaal woningen,Aa en Hunze,2012,2300.0,3650.0,,
288,Totaal woningen,Aa en Hunze,2013,2400.0,3600.0,,
289,Totaal woningen,Aa en Hunze,2014,1800.0,3450.0,,
290,Totaal woningen,Aa en Hunze,2015,1880.0,3350.0,,
291,Totaal woningen,Aa en Hunze,2016,2010.0,3290.0,,
292,Totaal woningen,Aa en Hunze,2017,1880.0,3220.0,,
293,Totaal woningen,Aa en Hunze,2018,1900.0,3140.0,,
294,Totaal woningen,Aa en Hunze,2019,1740.0,3030.0,,
295,Totaal woningen,Aa en Hunze,2020,1660.0,3090.0,,
296,Totaal woningen,Aa en Hunze,2021,1850.0,3150.0,2500.0,
297,Totaal woningen,Aa en Hunze,2022,1360.0,2960.0,2040.0,
298,Totaal woningen,Aa en Hunze,2023,1140.0,2900.0,1710.0,
299,Totaal woningen,Aa en Hunze,2024,1100.0,3040.0,1660.0,
300,Totaal woningen,Aalburg,2010,2450.0,4200.0,,
301,Totaal woningen,Aalburg,2011,1850.0,4100.0,,
302,Totaal woningen,Aalburg,2012,1950.0,3950.0,,
303,Totaal woningen,Aalburg,2013,2050.0,3900.0,,
304,Totaal woningen,Aalburg,2014,1550.0,3750.0,,
305,Totaal woningen,Aalburg,2015,1650.0,3730.0,,
306,Totaal woningen,Aalburg,2016,1730.0,3690.0,,
307,Totaal woningen,Aalburg,2017,1640.0,3620.0,,
308,Totaal woningen,Aalburg,2018,1680.0,3630.0,,
309,Totaal woningen,Aalburg,2019,,,,
310,Totaal woningen,Aalburg,2020,,,,
311,Totaal woningen,Aalburg,2021,,,,
312,Totaal woningen,Aalburg,2022,,,,
313,Totaal woningen,Aalburg,2023,,,,
314,Totaal woningen,Aalburg,2024,,,,
315,Totaal woningen,Aalsmeer,2010,2000.0,3700.0,,
316,Totaal woningen,Aalsmeer,2011,1550.0,3750.0,,
317,Totaal woningen,Aalsmeer,2012,1650.0,3650.0,,
318,Totaal woningen,Aalsmeer,2013,1750.0,3550.0,,
319,Totaal woningen,Aalsmeer,2014,1350.0,3450.0,,
320,Totaal woningen,Aalsmeer,2015,1410.0,3380.0,,
321,Totaal woningen,Aalsmeer,2016,1470.0,3330.0,,
322,Totaal woningen,Aalsmeer,2017,1400.0,3230.0,,
323,Totaal woningen,Aalsmeer,2018,1410.0,3130.0,,
324,Totaal woningen,Aalsmeer,2019,1320.0,3080.0,,
325,Totaal woningen,Aalsmeer,2020,1230.0,3080.0,,
326,Totaal woningen,Aalsmeer,2021,1390.0,3150.0,2790.0,
327,Totaal woningen,Aalsmeer,2022,1040.0,2880.0,2390.0,
328,Totaal woningen,Aalsmeer,2023,940.0,2780.0,2110.0,
329,Totaal woningen,Aalsmeer,2024,900.0,2810.0,2030.0,
330,Totaal woningen,Aalten,2010,2150.0,3500.0,,
331,Totaal woningen,Aalten,2011,1700.0,3550.0,,
332,Totaal woningen,Aalten,2012,1750.0,3450.0,,
333,Totaal woningen,Aalten,2013,1850.0,3350.0,,
334,Totaal woningen,Aalten,2014,1350.0,3250.0,,
335,Totaal woningen,Aalten,2015,1470.0,3140.0,,
336,Totaal woningen,Aalten,2016,1520.0,3060.0,,
337,Totaal woningen,Aalten,2017,1500.0,2950.0,,
338,Totaal woningen,Aalten,2018,1480.0,2810.0,,
339,Totaal woningen,Aalten,2019,1380.0,2900.0,,
340,Totaal woningen,Aalten,2020,1310.0,2960.0,,
341,Totaal woningen,Aalten,2021,1480.0,3010.0,2530.0,
342,Totaal woningen,Aalten,2022,1090.0,2780.0,2100.0,
343,Totaal woningen,Aalten,2023,950.0,2710.0,1830.0,
344,Totaal woningen,Aalten,2024,940.0,2790.0,1800.0,
345,Totaal woningen,Abcoude,2010,2500.0,3950.0,,
346,Totaal woningen,Abcoude,2011,,,,
347,Totaal woningen,Abcoude,2012,,,,
348,Totaal woningen,Abcoude,2013,,,,
349,Totaal woningen,Abcoude,2014,,,,
350,Totaal woningen,Abcoude,2015,,,,
351,Totaal woningen,Abcoude,2016,,,,
352,Totaal woningen,Abcoude,2017,,,,
353,Totaal woningen,Abcoude,2018,,,,
354,Totaal woningen,Abcoude,2019,,,,
355,Totaal woningen,Abcoude,2020,,,,
356,Totaal woningen,Abcoude,2021,,,,
357,Totaal woningen,Abcoude,2022,,,,
358,Totaal woningen,Abcoude,2023,,,,
359,Totaal woningen,Abcoude,2024,,,,
360,Totaal woningen,Achtkarspelen,2010,2350.0,3150.0,,
361,Totaal woningen,Achtkarspelen,2011,1850.0,3200.0,,
362,Totaal woningen,Achtkarspelen,2012,1950.0,3150.0,,
363,Totaal woningen,Achtkarspelen,2013,2050.0,3000.0,,
364,Totaal woningen,Achtkarspelen,2014,1500.0,2900.0,,
365,Totaal woningen,Achtkarspelen,2015,1620.0,2830.0,,
366,Totaal woningen,Achtkarspelen,2016,1690.0,2760.0,,
367,Totaal woningen,Achtkarspelen,2017,1590.0,2700.0,,
368,Totaal woningen,Achtkarspelen,2018,1630.0,2660.0,,
369,Totaal woningen,Achtkarspelen,2019,1500.0,2690.0,,
370,Totaal woningen,Achtkarspelen,2020,1460.0,2770.0,,
371,Totaal woningen,Achtkarspelen,2021,1630.0,2840.0,2430.0,
372,Totaal woningen,Achtkarspelen,2022,1190.0,2640.0,2050.0,
373,Totaal woningen,Achtkarspelen,2023,1030.0,2600.0,1780.0,
374,Totaal woningen,Achtkarspelen,2024,1000.0,2690.0,1740.0,
375,Totaal woningen,Alblasserdam,2010,1750.0,3200.0,,
376,Totaal woningen,Alblasserdam,2011,1350.0,3150.0,,
377,Totaal woningen,Alblasserdam,2012,1350.0,3100.0,,
378,Totaal woningen,Alblasserdam,2013,1400.0,3050.0,,
379,Totaal woningen,Alblasserdam,2014,1100.0,3000.0,,
380,Totaal woningen,Alblasserdam,2015,1180.0,2970.0,,
381,Totaal woningen,Alblasserdam,2016,1200.0,2940.0,,
382,Totaal woningen,Alblasserdam,2017,1150.0,2880.0,,
383,Totaal woningen,Alblasserdam,2018,1140.0,2830.0,,
384,Totaal woningen,Alblasserdam,2019,1080.0,2740.0,,
385,Totaal woningen,Alblasserdam,2020,1030.0,2730.0,,
386,Totaal woningen,Alblasserdam,2021,1140.0,2810.0,2610.0,
387,Totaal woningen,Alblasserdam,2022,840.0,2600.0,2270.0,1.7
388,Totaal woningen,Alblasserdam,2023,760.0,2500.0,2010.0,1.6
